Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
214,Dale Long*,34,SFG,NL,-0.2,37,61,54,4,9,0,0,3,6,0,0,7,7,0.167,0.262,0.333,0.596,67,0.267,55,18,3,0,0,0,1,H3,,longda02
214,Dale Long*,34,NYY,AL,0.6,26,46,41,6,15,3,1,3,10,0,0,5,6,0.366,0.435,0.707,1.142,211,0.492,210,29,2,0,0,0,1,H3,,longda02
215,Larry Jackson,29,STL,NL,0.4,52,106,95,10,20,0,1,0,3,0,0,6,21,0.211,0.257,0.232,0.489,31,0.247,24,22,1,0,5,0,0,1/H,ASAS,jacksla01
216,Joe Pignatano,30,LAD,NL,0.7,58,106,90,11,21,4,0,2,9,1,1,15,17,0.233,0.343,0.344,0.687,85,0.319,82,31,0,0,1,0,2,2H,,pignajo01
217,Bob Friend,29,PIT,NL,-0.7,38,105,88,5,6,1,0,0,3,0,0,6,31,0.068,0.128,0.08,0.207,-42,0.127,-71,7,3,0,11,0,0,1,ASAS,frienbo01
218,Vern Law,30,PIT,NL,0.6,35,105,94,10,17,5,2,1,7,0,0,2,19,0.181,0.196,0.309,0.504,35,0.268,45,29,1,0,7,1,0,1,ASASCYA-1MVP-6,lawve01
219,Warren Spahn*,39,MLN,NL,0.1,40,104,95,10,14,2,0,3,7,0,0,5,26,0.147,0.186,0.263,0.449,26,0.211,16,25,3,0,2,2,0,1,CYA-2MVP-14,spahnwa01
220,Moe Thacker,26,CHC,NL,-0.4,54,104,90,5,14,1,0,0,6,1,1,14,20,0.156,0.269,0.167,0.436,24,0.203,2,15,3,0,0,0,5,2/H,,thackmo01
221,Hal Naragon*,31,WSH,AL,-0.6,33,103,92,7,19,2,0,0,5,0,0,8,4,0.207,0.275,0.228,0.503,37,0.233,15,21,2,1,1,1,2,2/H,,naragha01
222,Lew Burdette,33,MLN,NL,0.4,46,102,91,11,16,3,0,2,4,0,0,7,22,0.176,0.24,0.275,0.515,46,0.237,35,25,2,1,2,1,0,1/H,,burdele01
223,Ed Sadowski,29,BOS,AL,-0.1,38,102,93,10,20,2,0,3,8,0,0,8,13,0.215,0.284,0.333,0.618,65,0.278,48,31,5,1,0,0,2,2/H,,sadowed01
224,Albie Pearson*,25,BAL,AL,0.2,48,101,82,17,20,2,0,1,6,4,0,17,3,0.244,0.37,0.305,0.675,86,0.355,100,25,3,0,1,1,0,H97/8,,pearsal02
225,Don Drysdale,23,LAD,NL,0.2,41,99,83,3,13,6,2,0,4,0,0,6,32,0.157,0.211,0.277,0.488,30,0.219,0,23,0,0,9,1,0,1,,drysddo01
226,Jim Perry#,24,CLE,AL,0.2,42,98,91,7,22,2,0,0,5,0,1,1,14,0.242,0.247,0.264,0.511,41,0.228,19,24,0,0,5,1,0,1/H,MVP-21,perryji01
227,Early Wynn#,40,CHW,AL,0.7,36,98,75,8,15,2,1,1,7,0,0,14,17,0.2,0.33,0.293,0.623,71,0.311,72,22,0,1,6,1,0,1,ASAS,wynnea01
228,Sandy Amorós*,30,2TM,2LG,-0.5,74,98,81,8,12,0,0,1,7,0,0,15,12,0.148,0.278,0.185,0.464,27,0.257,31,15,1,0,0,1,2,H8/97,,amorosa01
228,Sandy Amorós*,30,LAD,NL,-0.1,9,17,14,1,2,0,0,0,0,0,0,3,2,0.143,0.294,0.143,0.437,22,0.201,-10,2,0,0,0,0,1,/H98,,amorosa01
228,Sandy Amorós*,30,DET,AL,-0.4,65,81,67,7,10,0,0,1,7,0,0,12,10,0.149,0.275,0.194,0.469,28,0.268,39,13,1,0,0,1,1,H/87,,amorosa01
229,Bob Purkey,30,CIN,NL,-0.2,41,96,83,6,11,0,0,0,5,0,0,7,44,0.133,0.2,0.133,0.333,-7,0.176,-26,11,1,0,6,0,0,1,,purkebo01
230,Mike McCormick*,21,SFG,NL,0.3,40,95,88,4,16,4,0,0,3,0,0,2,35,0.182,0.2,0.227,0.427,20,0.224,21,20,1,0,5,0,0,1,ASAS,mccormi03
231,Willie Davis*,20,LAD,NL,1,22,94,88,12,28,6,1,2,10,3,5,4,12,0.318,0.348,0.477,0.825,119,0.389,147,42,1,0,2,0,2,8/H,,daviswi02
232,Dutch Dotterer,28,CIN,NL,0.3,33,94,79,4,18,5,0,2,11,0,1,13,10,0.228,0.337,0.367,0.704,92,0.318,88,29,2,0,2,0,0,2/H,,dottedu01
233,Glen Hobbie,24,CHC,NL,0,46,94,86,6,13,1,0,1,6,0,0,6,31,0.151,0.215,0.198,0.413,15,0.197,0,17,0,1,1,0,0,1,,hobbigl01
234,Pedro Ramos#,25,WSH,AL,-0.3,53,94,86,6,10,3,0,2,4,0,0,1,36,0.116,0.126,0.221,0.347,-8,0.165,-41,19,0,0,7,0,0,1H,,ramospe01
235,Jim Bunning,28,DET,AL,-0.2,38,93,81,2,13,1,0,0,4,0,2,3,22,0.16,0.188,0.173,0.361,-3,0.192,-15,14,1,0,8,1,0,1/H,MVP-24,bunniji01
236,Bob Buhl,31,MLN,NL,-0.3,36,92,89,4,14,0,0,0,4,0,0,0,40,0.157,0.157,0.157,0.315,-10,0.153,-29,14,2,0,3,0,0,1,ASAS,buhlbo01
237,Ray Herbert,30,KCA,AL,0.1,37,92,76,5,13,3,0,0,7,0,0,7,16,0.171,0.241,0.211,0.451,23,0.219,-1,16,1,0,9,0,0,1,,herbera01
238,Lee Maye*,25,MLN,NL,0.3,41,92,83,14,25,6,0,0,2,5,0,7,21,0.301,0.359,0.373,0.732,109,0.349,106,31,1,1,0,1,2,H7/9,,mayele01
239,Don Mincher*,22,WSH,AL,-0.4,27,92,79,10,19,4,1,2,5,0,1,11,11,0.241,0.33,0.392,0.722,94,0.325,86,31,5,0,1,1,0,3/H,,minchdo01
240,Elmer Valo*,39,2TM,AL,0.4,84,92,69,7,18,3,0,0,16,0,0,19,5,0.261,0.413,0.304,0.717,97,0.37,115,21,2,1,0,3,0,H/97,,valoel01
240,Elmer Valo*,39,NYY,AL,-0.1,8,7,5,1,0,0,0,0,0,0,0,2,1,0,0.286,0,0.286,-13,0.206,6,0,0,0,0,0,0,/H9,,valoel01
240,Elmer Valo*,39,WSH,AL,0.5,76,85,64,6,18,3,0,0,16,0,0,17,4,0.281,0.424,0.328,0.752,105,0.384,124,21,2,1,0,3,0,H/97,,valoel01
241,Bud Daley*,27,KCA,AL,0.2,37,91,75,10,12,2,0,0,5,0,0,10,12,0.16,0.259,0.187,0.445,23,0.224,6,14,1,0,6,0,0,1,ASASMVP-24,daleybu01
242,Billy Goodman*,34,CHW,AL,0.5,30,89,77,5,18,4,0,0,6,0,0,12,8,0.234,0.337,0.286,0.623,71,0.328,86,22,2,0,0,0,1,5/4H,,goodmbi01
243,Sam Jones,34,SFG,NL,0.3,39,89,80,3,16,2,0,0,5,0,0,1,20,0.2,0.207,0.225,0.432,22,0.228,21,18,0,0,7,1,0,1,,jonessa02
244,Robin Roberts#,33,PHI,NL,-0.2,35,89,79,6,12,1,0,0,4,1,1,6,26,0.152,0.212,0.165,0.376,6,0.179,-16,13,0,0,4,0,0,1,,roberro01
245,Bob Boyd*,40,BAL,AL,0.4,71,88,82,9,26,5,2,0,9,0,0,6,5,0.317,0.364,0.427,0.79,115,0.366,114,35,4,0,0,0,1,H3,,boydbo01
246,Sammy Esposito,28,CHW,AL,-0.4,57,88,77,14,14,5,0,1,11,0,0,10,20,0.182,0.273,0.286,0.558,52,0.269,44,22,3,0,0,1,1,5H6/4,,espossa01
247,Chuck Essegian,28,LAD,NL,0.1,52,88,79,8,17,3,0,3,11,0,0,8,24,0.215,0.284,0.367,0.651,73,0.299,66,29,0,0,0,1,1,H7/9,,essegch01
248,Jay Hook*,23,CIN,NL,-0.4,36,85,72,3,6,0,0,0,3,0,0,7,24,0.083,0.165,0.083,0.248,-30,0.143,-53,6,1,0,6,0,0,1,,hookja01
249,Jack Sanford,31,SFG,NL,0.2,37,85,74,8,13,1,0,0,5,0,0,5,26,0.176,0.228,0.189,0.417,19,0.198,-1,14,0,0,5,0,0,1,,sanfoja02
250,Johnny Podres*,27,LAD,NL,-0.2,34,83,66,3,9,0,0,0,3,0,0,5,15,0.136,0.205,0.136,0.342,-6,0.183,-33,9,0,1,10,1,0,1,ASAS,podrejo01
251,Bob Anderson,24,CHC,NL,0.1,39,82,71,4,12,0,0,0,1,0,0,4,26,0.169,0.221,0.169,0.39,10,0.199,-4,12,0,1,5,1,0,1/H,,anderbo01
252,Danny Murphy*,17,CHC,NL,-0.7,31,81,75,7,9,2,0,1,6,0,0,4,13,0.12,0.175,0.187,0.362,0,0.194,-2,14,2,1,1,0,0,8H/9,,murphda04
253,Bill Monbouquette,23,BOS,AL,-0.4,38,80,65,9,6,0,0,0,1,0,0,7,28,0.092,0.181,0.092,0.273,-24,0.16,-50,6,0,0,8,0,0,1/H,ASAS,monbobi01
254,Ernie Broglio,24,STL,NL,0.5,52,79,68,7,14,4,0,0,5,0,0,7,22,0.206,0.28,0.265,0.545,46,0.268,39,18,0,0,4,0,0,1,CYA-3MVP-9,brogler01
255,George Crowe*,39,STL,NL,0,73,79,72,5,17,3,0,4,13,0,0,5,16,0.236,0.278,0.444,0.723,89,0.31,72,32,4,0,0,2,1,H/3,,crowege01
256,Milt Pappas,21,BAL,AL,-0.7,30,79,70,4,3,0,0,1,3,0,0,4,34,0.043,0.095,0.086,0.18,-50,0.093,-91,6,0,0,5,0,0,1,,pappami01
257,Don Cardwell,24,2TM,NL,0.7,38,79,77,11,16,1,0,5,9,1,0,0,35,0.208,0.208,0.416,0.623,67,0.299,75,32,1,0,2,0,0,1/H,,cardwdo01
257,Don Cardwell,24,PHI,NL,0.3,5,10,8,2,2,0,0,2,3,0,0,0,5,0.25,0.25,1,1.25,225,0.528,274,8,0,0,2,0,0,/1,,cardwdo01
257,Don Cardwell,24,CHC,NL,0.4,33,69,69,9,14,1,0,3,6,1,0,0,30,0.203,0.203,0.348,0.551,49,0.272,52,24,1,0,0,0,0,1/H,,cardwdo01
258,Vinegar Bend Mizell,29,2TM,NL,-0.2,32,79,69,3,9,1,0,0,5,0,0,3,24,0.13,0.189,0.145,0.334,-8,0.176,-27,10,2,2,5,0,0,1,,mizelvi01
258,Vinegar Bend Mizell,29,STL,NL,-0.1,9,20,18,1,2,1,0,0,2,0,0,1,10,0.111,0.158,0.167,0.325,-14,0.153,-48,3,0,0,1,0,0,/1,,mizelvi01
258,Vinegar Bend Mizell,29,PIT,NL,-0.1,23,59,51,2,7,0,0,0,3,0,0,2,14,0.137,0.2,0.137,0.337,-6,0.184,-19,7,2,2,4,0,0,1,,mizelvi01
259,Chuck Estrada,22,BAL,AL,0.1,36,78,64,2,9,1,1,0,5,1,0,5,17,0.141,0.203,0.188,0.39,7,0.219,-4,12,1,0,9,0,0,1,ASASMVP-12ROY-2,estrach01
260,Earl Torgeson*,36,CHW,AL,0.8,68,78,57,12,15,2,0,2,9,1,0,21,8,0.263,0.462,0.404,0.865,137,0.432,159,23,0,0,0,0,2,H3,,torgeea01
261,Coot Veal,27,DET,AL,0.3,27,78,64,8,19,5,1,0,8,0,0,11,7,0.297,0.4,0.406,0.806,116,0.374,116,26,3,0,3,0,0,6/5H4,,vealco01
262,Bob Hale*,26,CLE,AL,0.2,70,77,70,2,21,7,0,0,12,0,0,3,6,0.3,0.312,0.4,0.712,94,0.321,84,28,0,0,0,4,1,H/3,,halebo01
263,Jim Pagliaroni,22,BOS,AL,0.7,28,77,62,7,19,5,2,2,9,0,0,13,11,0.306,0.434,0.548,0.983,162,0.451,172,34,0,1,1,0,0,2H,,pagliji01
264,Art Ditmar,31,NYY,AL,-0.3,36,76,69,2,11,2,0,0,2,0,0,4,14,0.159,0.205,0.188,0.394,10,0.189,-11,13,5,0,3,0,0,1/H,,ditmaar01
265,Billy Pierce*,33,CHW,AL,0,32,76,67,4,12,1,0,0,7,0,0,6,14,0.179,0.247,0.194,0.441,21,0.216,3,13,2,0,3,0,0,1,,piercbi02
266,Lou Johnson,25,CHC,NL,-0.1,34,75,68,6,14,2,1,0,1,3,1,5,19,0.206,0.27,0.265,0.535,49,0.259,41,18,2,1,1,0,1,9H/78,,johnslo01
267,Jim O'Toole#,23,CIN,NL,-0.4,34,75,66,3,7,0,0,0,2,0,0,2,30,0.106,0.132,0.106,0.238,-34,0.127,-69,7,1,0,7,0,0,1,,o'tooji01
268,Stan Williams,23,LAD,NL,0,38,74,64,7,9,1,0,2,7,0,0,3,35,0.141,0.179,0.25,0.429,14,0.209,-9,16,1,0,7,0,0,1,ASAS,willist02
269,Bob Shaw,27,CHW,AL,-0.1,36,72,58,4,8,1,0,0,2,0,0,6,12,0.138,0.215,0.155,0.371,2,0.2,-15,9,0,0,7,1,0,1,,shawbo01
270,Casey Wise#,27,DET,AL,-0.2,30,72,68,6,10,0,2,2,5,1,0,4,9,0.147,0.194,0.294,0.489,29,0.225,7,20,3,0,0,0,0,46/H5,,wiseca01
271,Harvey Haddix*,34,PIT,NL,0.6,29,71,67,7,17,4,0,0,7,0,0,3,15,0.254,0.282,0.313,0.595,63,0.281,59,21,1,0,0,1,0,1,GG,haddiha01
272,Jack Fisher,21,BAL,AL,0.3,40,70,60,7,11,1,0,1,4,1,0,6,25,0.183,0.258,0.25,0.508,39,0.247,23,15,1,0,4,0,0,1,,fisheja01
273,Kent Hadley*,25,NYY,AL,0.1,55,70,64,8,13,2,0,4,11,0,0,6,19,0.203,0.271,0.422,0.693,89,0.339,99,27,1,0,0,0,0,H3,,hadleke01
274,Billy O'Dell#,27,SFG,NL,0.2,49,70,56,8,6,0,0,0,0,1,1,11,19,0.107,0.254,0.107,0.361,6,0.221,22,6,0,0,3,0,0,1/H,,o'delbi01
275,Dick Hall,29,KCA,AL,-0.3,32,68,56,5,6,0,0,0,4,1,0,4,15,0.107,0.167,0.107,0.274,-24,0.16,-54,6,0,0,8,0,0,1/H,,halldi01
276,Tom Brewer,28,BOS,AL,0,45,66,62,5,12,1,0,1,2,0,1,1,16,0.194,0.206,0.258,0.464,24,0.225,19,16,1,0,3,0,0,1H,,breweto01
277,John Buzhardt,23,PHI,NL,0.1,32,66,62,7,10,0,1,0,1,0,0,1,29,0.161,0.172,0.194,0.365,1,0.193,-7,12,0,0,2,1,0,1/H,,buzhajo01
278,Gene Conley,29,PHI,NL,-0.1,29,66,63,3,8,2,0,1,5,0,0,0,14,0.127,0.141,0.206,0.347,-6,0.184,-13,13,2,1,2,0,0,1,,conlege01
279,Whitey Ford*,31,NYY,AL,0.2,33,66,53,4,8,2,0,0,3,0,0,9,14,0.151,0.274,0.189,0.463,31,0.236,22,10,0,0,4,0,0,1,ASAS,fordwh01
280,Charley Smith,22,LAD,NL,-0.7,18,66,60,2,10,1,1,0,5,0,0,1,15,0.167,0.172,0.217,0.389,3,0.17,-30,13,0,0,2,3,0,5,,smithch04
281,Sandy Koufax,24,LAD,NL,-0.4,37,64,57,1,7,0,0,0,1,0,0,3,28,0.123,0.167,0.123,0.289,-21,0.141,-57,7,1,0,4,0,0,1,,koufasa01
282,Bob Lillis,30,LAD,NL,0.3,48,64,60,6,16,4,0,0,6,2,0,2,6,0.267,0.29,0.333,0.624,67,0.313,69,20,2,0,2,0,1,6H5/4,,lillibo01
283,Steve Barber*,22,BAL,AL,-0.4,36,63,54,1,3,0,0,0,1,0,0,5,32,0.056,0.136,0.056,0.191,-46,0.124,-67,3,0,0,4,0,0,1,MVP-20,barbest01
284,Frank Baumann*,26,CHW,AL,0,47,62,52,2,8,1,0,0,6,0,1,9,25,0.154,0.274,0.173,0.447,24,0.221,17,9,0,0,0,1,0,1,,baumafr01
285,Don Newcombe*,34,2TM,2LG,0.1,48,62,56,1,11,2,0,0,2,0,0,4,15,0.196,0.25,0.232,0.482,33,0.243,27,13,0,0,2,0,0,1H,,newcodo01
285,Don Newcombe*,34,CIN,NL,-0.1,24,41,36,0,5,1,0,0,1,0,0,3,8,0.139,0.205,0.167,0.372,3,0.204,-3,6,0,0,2,0,0,1/H,,newcodo01
285,Don Newcombe*,34,CLE,AL,0.2,24,21,20,1,6,1,0,0,1,0,0,1,7,0.3,0.333,0.35,0.683,88,0.315,81,7,0,0,0,0,0,1/H,,newcodo01
286,Joe Christopher,24,PIT,NL,-0.1,50,61,56,21,13,2,0,1,3,1,0,5,8,0.232,0.295,0.321,0.617,69,0.318,81,18,0,0,0,0,0,H7/89,,chrisjo01
287,Mudcat Grant,24,CLE,AL,0.3,47,61,57,8,16,2,0,0,6,0,1,1,9,0.281,0.283,0.316,0.599,65,0.293,70,18,1,0,1,2,0,1H,,grantmu01
288,Charley Lau*,27,MLN,NL,0.1,21,61,53,4,10,2,0,0,2,0,0,6,10,0.189,0.271,0.226,0.498,43,0.262,52,12,0,0,2,0,1,2/H,,lauch01
289,Dick Ellsworth*,20,CHC,NL,-0.4,31,60,48,3,2,0,0,0,1,0,0,6,30,0.042,0.148,0.042,0.19,-44,0.112,-78,2,0,0,6,0,0,1,,ellswdi01
290,Camilo Pascual,26,WSH,AL,0.2,27,60,51,6,9,3,1,1,8,0,0,5,10,0.176,0.25,0.333,0.583,56,0.267,37,17,2,0,4,0,0,1/H,ASAS,pascuca02
291,Ray Sadecki*,19,STL,NL,0.1,29,60,57,5,12,0,0,0,2,0,0,1,6,0.211,0.224,0.211,0.435,16,0.215,1,12,0,0,2,0,0,1/H,,sadecra01
292,Jim Coates,27,NYY,AL,0.7,35,59,48,10,12,4,0,0,6,0,0,2,20,0.25,0.294,0.333,0.627,74,0.345,104,16,0,1,8,0,0,1,ASAS,coateji01
293,Floyd Robinson*,24,CHW,AL,0.1,22,59,46,7,13,0,0,0,1,2,3,11,8,0.283,0.431,0.283,0.714,98,0.371,130,13,0,1,1,0,0,9/H87,,robinfl01
294,Bob Turley,29,NYY,AL,-0.4,34,59,55,4,4,1,0,0,1,0,0,2,18,0.073,0.105,0.091,0.196,-45,0.113,-65,5,0,0,2,0,0,1,,turlebo01
295,Del Rice,37,3TM,2LG,-0.4,20,59,55,2,12,3,0,0,4,0,0,3,7,0.218,0.254,0.273,0.527,46,0.231,24,15,4,0,0,1,1,2,,ricede01
295,Del Rice,37,2TM,NL,-0.4,19,58,54,2,12,3,0,0,4,0,0,3,7,0.222,0.259,0.278,0.536,48,0.235,27,15,4,0,0,1,1,2,,ricede01
295,Del Rice,37,CHC,NL,-0.3,18,55,52,2,12,3,0,0,4,0,0,2,7,0.231,0.255,0.288,0.543,50,0.235,27,15,3,0,0,1,1,2,,ricede01
295,Del Rice,37,STL,NL,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0.333,0,0.333,-2,0.236,21,0,1,0,0,0,0,/2,,ricede01
295,Del Rice,37,BAL,AL,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,0,0,0,0,0,/2,,ricede01
296,Gary Bell,23,CLE,AL,-0.1,30,58,47,6,7,1,0,0,3,1,0,2,9,0.149,0.2,0.17,0.37,3,0.204,-18,8,1,1,8,0,0,1/H,ASAS,bellga01
297,Hal Brown,35,BAL,AL,0.2,30,58,44,5,8,2,0,0,3,0,0,8,8,0.182,0.321,0.227,0.548,52,0.276,47,10,0,1,5,0,0,1,,brownha01
298,Joe Hicks*,27,CHW,AL,-1,36,58,47,3,9,1,0,0,2,0,1,6,3,0.191,0.291,0.213,0.504,39,0.241,28,10,1,1,3,1,0,H8/7,,hicksjo01
299,Ralph Terry,24,NYY,AL,-0.4,35,57,49,1,6,1,0,0,1,0,0,1,18,0.122,0.14,0.143,0.283,-21,0.132,-67,7,2,0,7,0,0,1,,terryra01
300,Bob Aspromonte,22,LAD,NL,-0.8,21,56,55,1,10,1,0,1,6,1,0,0,6,0.182,0.196,0.255,0.451,20,0.208,-2,14,1,1,0,0,0,6/H5,,asprobo01
301,Don Gile,25,BOS,AL,-0.4,29,55,51,6,9,1,1,1,4,0,0,1,13,0.176,0.189,0.294,0.483,27,0.284,51,15,1,0,2,1,0,23/H,,giledo01
302,Don Landrum*,24,STL,NL,0.6,13,55,49,7,12,0,1,2,3,3,0,4,6,0.245,0.315,0.408,0.723,91,0.374,108,20,0,1,1,0,0,Aug-97,,landrdo01
303,Carl Willey,29,MLN,NL,0,28,55,48,4,7,1,1,1,2,0,0,2,28,0.146,0.18,0.271,0.451,26,0.201,2,13,1,0,5,0,0,1,,willeca01
304,Don Mossi*,31,DET,AL,-0.1,23,54,43,0,5,0,0,0,2,0,0,7,12,0.116,0.255,0.116,0.371,3,0.204,-11,5,1,1,3,0,0,1,,mossido01
305,Billy Klaus*,31,BAL,AL,0.3,46,53,43,8,9,2,0,1,6,0,0,9,9,0.209,0.346,0.326,0.672,84,0.322,83,14,1,0,1,0,0,46/H5,,klausbi01
306,Curt Simmons*,31,2TM,NL,0.2,33,53,47,8,10,1,0,0,1,0,0,4,9,0.213,0.275,0.234,0.509,37,0.258,33,11,1,0,2,0,0,1/H,,simmocu01
306,Curt Simmons*,31,PHI,NL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,simmocu01
306,Curt Simmons*,31,STL,NL,0.2,29,53,47,8,10,1,0,0,1,0,0,4,9,0.213,0.275,0.234,0.509,37,0.258,33,11,1,0,2,0,0,1/H,,simmocu01
307,Joey Jay#,24,MLN,NL,0,32,52,45,2,7,0,0,0,1,0,0,3,23,0.156,0.204,0.156,0.36,4,0.191,-3,7,2,0,3,1,0,1,,jayjo01
308,Billy Williams*,22,CHC,NL,0.5,12,52,47,4,13,0,2,2,7,0,0,5,12,0.277,0.346,0.489,0.836,128,0.386,137,23,1,0,0,0,0,7,,willibi01
309,Charlie James,22,STL,NL,-0.4,43,51,50,5,9,1,0,2,5,0,0,1,12,0.18,0.196,0.32,0.516,34,0.246,27,16,0,0,0,0,0,7H/98,,jamesch01
310,Barry Latman,24,CLE,AL,0.1,31,50,41,2,9,1,0,0,4,0,0,2,12,0.22,0.256,0.244,0.5,38,0.235,12,10,0,0,7,0,0,1,,latmaba01
311,José Pagán,25,SFG,NL,0.1,18,50,49,8,14,2,2,0,2,2,2,1,6,0.286,0.3,0.408,0.708,97,0.32,101,20,2,0,0,0,0,6/H5,,paganjo01
312,Frank Torre*,28,MLN,NL,-0.6,21,50,44,2,9,1,0,0,5,0,0,3,2,0.205,0.245,0.227,0.472,35,0.207,11,10,1,0,1,2,1,3/H,,torrefr01
313,Ike Delock,30,BOS,AL,-0.3,24,49,43,3,5,0,0,0,0,0,0,0,15,0.116,0.116,0.116,0.233,-37,0.129,-79,5,0,0,6,0,0,1,,delocik01
314,Jack Kralick*,25,WSH,AL,-0.1,35,49,41,2,5,0,0,0,2,0,0,5,9,0.122,0.217,0.122,0.339,-6,0.178,-29,5,0,0,3,0,0,1,,kralija01
315,Jim Owens,26,PHI,NL,-0.4,31,49,44,0,3,0,0,0,1,0,0,2,17,0.068,0.109,0.068,0.177,-50,0.11,-73,3,2,0,3,0,0,1,,owensji01
316,Don Lee,26,WSH,AL,0.1,44,48,43,3,5,1,0,1,3,0,0,4,18,0.116,0.191,0.209,0.401,8,0.233,16,9,0,0,1,0,0,1,,leedo01
317,Frank Sullivan,30,BOS,AL,-0.1,40,48,40,3,5,0,0,0,2,0,0,4,11,0.125,0.205,0.125,0.33,-9,0.192,-23,5,1,0,4,0,0,1,,sullifr01
318,Hoyt Wilhelm,37,BAL,AL,-0.5,41,48,42,1,3,0,0,0,4,0,0,2,14,0.071,0.111,0.071,0.183,-49,0.093,-90,3,1,0,3,1,0,1,,wilheho01
319,Dick Brown,25,CHW,AL,-0.2,16,47,43,4,7,0,0,3,5,0,0,3,11,0.163,0.217,0.372,0.589,57,0.265,41,16,1,0,1,0,0,2/H,,browndi01
320,Bobby Locke,26,CLE,AL,0.4,35,47,38,7,9,1,0,0,4,0,0,6,7,0.237,0.341,0.263,0.604,69,0.295,64,10,0,0,3,0,0,1/H,,lockebo01
321,George Strickland,34,CLE,AL,-0.1,32,47,42,4,7,0,0,1,3,0,0,4,8,0.167,0.255,0.238,0.493,37,0.25,33,10,1,1,0,0,1,65/H4,,stricge01
322,Zoilo Versalles,20,WSH,AL,-0.1,15,47,45,2,6,2,2,0,4,0,0,2,5,0.133,0.17,0.267,0.437,16,0.215,5,12,0,0,0,0,0,6,,versazo01
323,Russ Kemmerer,29,2TM,AL,-0.5,39,46,33,1,0,0,0,0,1,0,0,4,15,0,0.105,0,0.105,-69,0.076,-133,0,2,0,8,1,0,1,,kemmeru01
323,Russ Kemmerer,29,WSH,AL,0,3,7,4,0,0,0,0,0,0,0,0,2,1,0,0.333,0,0.333,-2,0.241,10,0,0,0,1,0,0,/1,,kemmeru01
323,Russ Kemmerer,29,CHW,AL,-0.5,36,39,29,1,0,0,0,0,1,0,0,2,14,0,0.063,0,0.063,-81,0.045,-160,0,2,0,7,1,0,1,,kemmeru01
324,Bob Bruce,27,DET,AL,0,34,45,39,4,7,0,0,0,0,0,0,4,11,0.179,0.256,0.179,0.435,18,0.217,0,7,0,0,2,0,0,1/H,,brucebo01
325,Ron Fairly*,21,LAD,NL,-0.2,14,45,37,6,4,0,3,1,3,0,0,7,12,0.108,0.25,0.351,0.601,59,0.272,46,13,1,0,1,0,0,/97H,,fairlro01
326,Jim Hegan,39,CHC,NL,-0.1,24,45,43,4,9,2,1,1,5,0,0,1,10,0.209,0.244,0.372,0.617,68,0.273,56,16,2,1,0,0,0,2/H,,heganji01
327,Cal McLish#,34,CIN,NL,-0.5,37,45,41,1,2,0,0,0,1,0,0,1,14,0.049,0.07,0.049,0.119,-67,0.059,-112,2,1,0,1,1,0,1,,mclisca01
328,Billy Muffett,29,BOS,AL,0.3,23,45,41,5,11,1,0,0,3,0,0,3,15,0.268,0.318,0.293,0.611,65,0.288,54,12,1,0,1,0,0,1,,muffebi01
329,Roger Craig,30,LAD,NL,-0.2,21,43,36,2,2,0,0,0,2,0,0,4,16,0.056,0.15,0.056,0.206,-42,0.139,-60,2,1,0,3,0,0,1,,craigro01
330,Jim Delsing*,34,KCA,AL,0,16,43,40,2,10,3,0,0,5,0,0,3,5,0.25,0.302,0.325,0.627,70,0.313,75,13,0,0,0,0,0,/7H9,,delsiji01
331,Grady Hatton*,37,CHC,NL,-0.1,28,43,38,3,13,0,0,0,7,0,0,2,5,0.342,0.381,0.342,0.723,102,0.322,91,13,2,1,1,1,1,H/4,,hattogr01
332,Juan Pizarro*,23,MLN,NL,0.4,23,41,40,4,11,1,1,0,2,0,0,0,11,0.275,0.275,0.35,0.625,76,0.3,81,14,0,0,1,0,0,1/H,,pizarju01
333,Larry Sherry,24,LAD,NL,-0.1,57,41,37,1,6,0,1,1,2,0,0,1,7,0.162,0.184,0.297,0.482,26,0.212,-3,11,2,0,3,0,0,1,MVP-20,sherrla01
334,Dick Stigman,24,CLE,AL,0.2,41,41,36,3,8,1,0,0,3,0,0,3,12,0.222,0.3,0.25,0.55,53,0.266,45,9,0,1,1,0,0,1,ASAS,stigmdi01
335,Jerry Walker#,21,BAL,AL,0.7,35,41,38,6,14,2,0,0,3,0,0,2,6,0.368,0.4,0.421,0.821,124,0.377,123,16,0,0,1,0,0,1/H,,walkeje01
336,Gene Baker,35,PIT,NL,-0.3,33,40,37,5,9,0,0,0,4,0,0,2,9,0.243,0.275,0.243,0.518,43,0.239,28,9,1,0,0,1,0,H/54,,bakerge02
337,Leo Posada,26,KCA,AL,0.4,10,40,36,8,13,0,2,1,2,1,0,3,7,0.361,0.41,0.556,0.966,159,0.485,194,20,1,0,1,0,0,/97H,,posadle01
