Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
422,Jerry Reuss*,31,LAD,NL,-0.1,37,78,68,4,6,1,0,1,3,0,0,6,25,0.088,0.162,0.147,0.309,-12,0.166,-29,10,0,0,4,0,0,1,ASCYA-2MVP-20,reussje01
423,Dennis Werth,27,NYY,AL,0.7,39,78,65,15,20,3,0,3,12,0,1,12,19,0.308,0.416,0.492,0.908,151,0.403,152,32,3,0,1,0,0,H3D/9725,,werthde01
424,Guy Sularz,24,SFG,NL,0.3,25,77,65,3,16,1,1,0,3,1,0,9,6,0.246,0.333,0.292,0.626,79,0.331,98,19,2,0,2,1,1,5-Apr,,sulargu01
425,Larry Hisle,33,MIL,AL,0.8,17,76,60,16,17,0,0,6,16,1,1,14,7,0.283,0.421,0.583,1.004,177,0.453,188,35,1,1,0,1,2,D,,hislela01
426,Willie Norwood,29,MIN,AL,-0.7,34,76,73,6,12,2,0,1,8,1,1,3,13,0.164,0.197,0.233,0.43,15,0.207,2,17,3,0,0,0,0,HD9/8,,norwowi01
427,Bob Welch,23,LAD,NL,0.4,34,76,70,1,17,3,0,0,3,0,0,1,13,0.243,0.254,0.286,0.539,51,0.245,31,20,0,0,5,0,0,1/H,AS,welchbo01
428,Ed Whitson,25,SFG,NL,-0.6,34,76,66,2,6,0,0,0,4,0,0,1,21,0.091,0.104,0.091,0.195,-44,0.092,-99,6,1,0,9,0,0,1,AS,whitsed01
429,Mike Krukow,28,CHC,NL,0.5,34,74,65,5,16,0,0,1,6,0,0,2,12,0.246,0.269,0.292,0.561,53,0.272,42,19,1,0,7,0,0,1,,krukomi01
430,Scott Sanderson,23,MON,NL,-0.5,33,74,64,3,5,3,0,0,1,0,0,2,33,0.078,0.106,0.125,0.231,-35,0.108,-86,8,1,0,8,0,0,1,,sandesc01
431,Frank Pastore,22,CIN,NL,-0.2,27,73,64,0,10,0,0,0,5,0,0,3,23,0.156,0.194,0.156,0.35,-1,0.168,-34,10,2,0,6,0,0,1,,pastofr01
432,Don Sutton,35,LAD,NL,-0.8,32,73,64,3,5,0,0,0,1,0,0,1,19,0.078,0.092,0.078,0.17,-52,0.081,-108,5,4,0,8,0,0,1,,suttodo01
433,Don Werner,27,CIN,NL,-0.9,24,73,64,2,11,2,0,0,5,1,0,7,10,0.172,0.26,0.203,0.463,31,0.23,20,13,2,1,0,1,0,2/H,,wernedo01
434,Dennis Lamp,27,CHC,NL,-0.4,41,72,61,3,6,0,0,0,1,0,0,4,9,0.098,0.154,0.098,0.252,-30,0.142,-64,6,4,0,7,0,0,1,,lampde01
435,Fran Mullins,23,CHW,AL,-0.1,21,72,62,9,12,4,0,0,3,0,1,9,8,0.194,0.292,0.258,0.55,53,0.295,75,16,3,0,0,1,0,5,,mullifr01
436,Mike Richardt,22,TEX,AL,-0.3,22,72,71,2,16,2,0,0,8,0,0,1,7,0.225,0.236,0.254,0.49,37,0.249,41,18,1,0,0,0,0,4/DH,,richami01
437,Bert Blyleven,29,PIT,NL,-0.7,37,71,61,0,5,1,0,0,2,0,0,0,27,0.082,0.097,0.098,0.195,-46,0.092,-108,6,1,1,9,0,0,1/H,,blylebe01
438,John Poff*,27,MIL,AL,-0.4,19,71,68,7,17,1,2,1,7,0,0,3,7,0.25,0.282,0.368,0.649,79,0.278,59,25,1,0,0,0,2,/9D3H,,poffjo01
439,Tommy Boggs,24,ATL,NL,-0.4,32,70,63,2,10,0,0,0,2,0,0,0,22,0.159,0.156,0.159,0.315,-13,0.142,-58,10,3,0,6,1,0,1,,boggsto01
440,John Curtis*,32,SDP,NL,0.2,31,69,62,2,12,1,0,0,2,0,0,2,31,0.194,0.219,0.21,0.428,24,0.214,11,13,0,0,5,0,0,1/H,,curtijo01
441,Gil Kubski*,25,CAL,AL,0.1,22,69,63,11,16,3,0,0,6,1,1,6,10,0.254,0.319,0.302,0.62,74,0.287,69,19,2,0,0,0,0,9/H7,,kubskgi01
442,Von Joshua*,32,SDP,NL,0.3,53,68,63,8,15,2,1,2,7,0,1,5,15,0.238,0.294,0.397,0.691,97,0.3,86,25,2,0,0,0,1,H/8739,,joshuvo01
443,Willie Upshaw*,23,TOR,AL,0,34,68,61,10,13,3,1,1,5,1,0,6,14,0.213,0.284,0.344,0.628,68,0.34,93,21,0,0,1,0,1,H3D/7,,upshawi01
444,Rusty Kuntz,25,CHW,AL,0,36,67,62,5,14,4,0,0,3,1,0,5,13,0.226,0.284,0.29,0.574,59,0.271,50,18,2,0,0,0,0,78/9H,,kuntzru01
445,Johnny Oates*,34,NYY,AL,0.2,39,67,64,6,12,3,0,1,3,1,2,2,3,0.188,0.224,0.281,0.505,39,0.233,35,18,1,1,0,0,0,2/H,,oatesjo01
446,Lynn Jones,27,DET,AL,0.2,30,66,55,9,14,2,2,0,6,1,0,10,5,0.255,0.364,0.364,0.727,99,0.34,95,20,3,0,0,1,0,H/9D78,,jonesly01
447,Brad Mills*,23,MON,NL,0.1,21,66,60,1,18,1,0,0,8,0,1,5,6,0.3,0.348,0.317,0.665,88,0.294,76,19,0,0,0,1,1,5/H,,millsbr01
448,John Vukovich,32,PHI,NL,-0.5,49,66,62,4,10,1,1,0,5,0,1,2,7,0.161,0.197,0.21,0.407,12,0.187,-9,13,2,1,0,1,1,5/4H63,,vukovjo01
449,Chico Walker#,22,BOS,AL,-0.4,19,66,57,3,12,0,0,1,5,3,2,6,10,0.211,0.292,0.263,0.555,50,0.253,35,15,1,1,1,1,1,4/DH,,walkech01
450,Paul Dade,28,SDP,NL,-0.5,68,65,53,17,10,0,0,0,3,4,5,12,10,0.189,0.338,0.189,0.527,56,0.278,81,10,2,0,0,0,0,H5/7849,,dadepa01
451,Dell Alston*,27,CLE,AL,-0.5,52,64,54,11,12,1,2,0,9,2,4,5,7,0.222,0.302,0.315,0.616,69,0.274,69,17,1,2,1,2,2,H79/D8,,alstode01
452,Charlie Leibrandt,23,CIN,NL,0.2,36,64,56,2,11,0,1,0,4,0,0,3,14,0.196,0.233,0.232,0.465,30,0.215,6,13,0,0,4,1,0,1,,leibrch01
453,Rick Matula,26,ATL,NL,-0.4,33,64,57,0,6,0,0,0,0,0,0,2,25,0.105,0.136,0.105,0.241,-32,0.117,-77,6,0,0,5,0,0,1,,matulri01
454,George Vukovich*,24,PHI,NL,-0.1,78,64,58,6,13,1,1,0,8,0,0,6,9,0.224,0.297,0.276,0.573,58,0.284,58,16,1,0,0,0,0,H97,,vukovge01
455,Mike Edwards,27,OAK,AL,-0.2,46,63,59,10,14,0,0,0,3,1,1,1,5,0.237,0.25,0.237,0.487,40,0.252,48,14,1,0,3,0,0,4H/D9,,edwarmi01
456,Mike LaCoss,24,CIN,NL,-0.3,34,63,55,2,5,1,0,0,1,0,0,1,23,0.091,0.123,0.109,0.232,-35,0.129,-68,6,0,1,6,0,0,1,,lacosmi01
457,Lynn McGlothen*,30,CHC,NL,0.3,41,63,51,6,10,4,0,0,1,0,0,4,8,0.196,0.255,0.275,0.529,44,0.263,33,14,1,0,8,0,0,1/H,,mcgloly01
458,Kim Allen,27,SEA,AL,0.2,23,62,51,9,12,3,0,0,3,10,3,8,3,0.235,0.35,0.294,0.644,79,0.345,90,15,1,1,2,0,2,4/H796D,,allenki01
459,Tom Hutton*,34,MON,NL,-0.5,62,62,55,2,12,2,0,0,5,0,0,4,10,0.218,0.267,0.255,0.521,47,0.243,31,14,1,0,2,1,0,H/3917,,huttoto01
460,Rance Mulliniks*,24,KCR,AL,-0.1,36,62,54,8,14,3,0,0,6,0,0,7,10,0.259,0.339,0.315,0.654,81,0.306,76,17,2,0,0,1,0,64/H,,mullira01
461,Bob Walk,23,PHI,NL,-0.1,27,62,50,5,7,1,0,0,2,0,0,4,20,0.14,0.218,0.16,0.378,5,0.188,-27,8,2,1,7,0,0,1,ROY-7,walkbo01
462,Rick Wise,34,SDP,NL,-0.1,28,62,58,1,8,2,0,0,4,0,0,2,21,0.138,0.167,0.172,0.339,-2,0.174,-15,10,0,0,2,0,0,1/H,,wiseri01
463,Dave Goltz,31,LAD,NL,-0.1,35,61,47,1,6,0,0,0,4,0,0,7,23,0.128,0.241,0.128,0.368,7,0.193,-16,6,0,0,7,0,0,1,,goltzda01
464,Terry Harper,24,ATL,NL,0,21,61,54,3,10,2,1,0,3,2,1,6,5,0.185,0.279,0.259,0.538,50,0.272,51,14,1,1,0,0,0,7/9H8,,harpete01
465,Stan Cliburn,23,CAL,AL,-0.2,54,60,56,7,10,2,0,2,6,0,0,3,9,0.179,0.217,0.321,0.538,48,0.24,33,18,1,0,0,1,0,2/H,,clibust01
466,Larry McWilliams*,26,ATL,NL,0,30,60,51,3,8,0,0,0,1,0,0,5,24,0.157,0.232,0.157,0.389,10,0.193,-14,8,0,0,4,0,0,1,,mcwilla01
467,Tom Seaver,35,CIN,NL,0.1,26,60,46,5,6,3,0,0,3,0,0,7,17,0.13,0.245,0.196,0.441,25,0.219,3,9,0,0,7,0,0,1,,seaveto01
468,John Tamargo#,28,MON,NL,-0.1,37,58,51,4,14,3,0,1,13,0,0,6,5,0.275,0.345,0.392,0.737,106,0.335,101,20,0,0,0,1,0,H2,,tamarjo01
469,Randy Bass*,26,SDP,NL,0.2,19,57,49,5,14,0,1,3,8,0,0,7,7,0.286,0.386,0.51,0.896,156,0.398,154,25,0,1,0,0,1,3/H,,bassra01
470,Gary Gray,27,CLE,AL,-0.6,28,57,54,4,8,1,0,2,4,0,0,3,13,0.148,0.193,0.278,0.471,27,0.238,26,15,2,0,0,0,1,H/D37,,grayga01
471,Mike O'Berry,26,CHC,NL,0,19,57,48,7,10,1,0,0,5,0,0,5,13,0.208,0.273,0.229,0.502,38,0.237,19,11,0,0,2,2,0,2/H,,o'bermi01
472,Don Robinson,23,PIT,NL,1,30,57,57,4,19,4,0,1,8,0,1,0,12,0.333,0.333,0.456,0.789,116,0.394,148,26,0,0,0,0,0,1/H,,robindo01
473,Vern Ruhle,29,HOU,NL,0.5,28,57,49,7,12,3,0,0,2,0,0,4,15,0.245,0.302,0.306,0.608,77,0.282,68,15,2,0,4,0,0,1,,ruhleve01
474,Ricky Seilheimer*,19,CHW,AL,-0.5,21,57,52,4,11,3,1,1,3,1,0,4,15,0.212,0.268,0.365,0.633,73,0.298,67,19,0,0,1,0,1,2,,seilhri01
475,Ray Burris,29,NYM,NL,-0.4,29,56,51,1,5,0,0,0,0,0,1,2,18,0.098,0.132,0.098,0.23,-34,0.103,-69,5,0,0,3,0,0,1,,burrira01
476,Harry Chappas#,22,CHW,AL,0,26,56,50,6,8,2,0,0,2,0,2,4,10,0.16,0.236,0.2,0.436,22,0.228,34,10,0,1,1,0,0,6H/D4,,chappha01
477,Craig Stimac,25,SDP,NL,0,20,56,50,5,11,2,0,0,7,0,0,1,6,0.22,0.222,0.26,0.482,38,0.248,41,13,0,0,2,3,0,2/H5,,stimacr01
478,Gary Woods,26,HOU,NL,0.4,19,55,53,8,20,5,0,2,15,1,0,2,9,0.377,0.4,0.585,0.985,182,0.461,199,31,1,0,0,0,0,9/H7,,woodsga01
479,Julio González,27,HOU,NL,-0.7,40,54,52,5,6,1,0,0,1,1,0,1,8,0.115,0.132,0.135,0.267,-22,0.118,-60,7,1,0,1,0,1,H65/4,,gonzaju02
480,Ron Hodges*,31,NYM,NL,0.4,36,54,42,4,10,2,0,0,5,1,1,10,13,0.238,0.377,0.286,0.663,91,0.309,87,12,1,0,1,1,1,H/2,,hodgero01
481,Randy Jones,30,SDP,NL,-0.3,25,54,45,1,3,0,0,0,0,0,0,2,15,0.067,0.106,0.067,0.173,-49,0.128,-67,3,1,0,7,0,0,1/H,,jonesra01
482,Randy Lerch*,25,PHI,NL,0.3,34,54,45,5,12,2,0,0,3,0,0,5,6,0.267,0.34,0.311,0.651,80,0.305,72,14,2,0,4,0,0,1/H,,lerchra01
483,Steve Mura,25,SDP,NL,0,39,54,51,3,7,2,0,0,8,0,0,3,21,0.137,0.185,0.176,0.362,5,0.172,-13,9,0,0,0,0,0,1/H,,murast01
484,Mario Soto,23,CIN,NL,-0.7,54,54,46,3,2,0,0,0,0,0,0,0,16,0.043,0.043,0.043,0.087,-76,0.04,-156,2,0,0,8,0,0,1/H,CYA-5,sotoma01
485,Pat Zachry,28,NYM,NL,-0.5,28,54,46,0,2,0,0,0,1,0,0,2,21,0.043,0.082,0.043,0.125,-64,0.104,-84,2,3,0,5,1,0,1,,zachrpa01
486,Mark Bomback,27,NYM,NL,0.5,36,53,43,5,10,3,0,0,5,0,0,3,15,0.233,0.313,0.302,0.615,75,0.29,67,13,0,2,5,0,0,1,,bombama01
487,Paul Moskau,26,CIN,NL,-0.1,33,53,44,4,7,1,0,0,1,0,0,1,10,0.159,0.178,0.182,0.36,1,0.166,-47,8,0,0,8,0,0,1,,moskapa01
488,Manny Sanguillén,36,PIT,NL,-0.1,47,53,48,2,12,3,0,0,2,3,2,3,1,0.25,0.294,0.313,0.607,68,0.258,40,15,1,0,2,0,2,H/3,,sanguma01
489,Bill Gullickson,21,MON,NL,0,24,52,40,2,7,1,0,0,0,0,0,2,11,0.175,0.214,0.2,0.414,17,0.195,-27,8,0,0,10,0,0,1,ROY-2,gullibi01
490,Joe Cannon*,26,TOR,AL,-1.2,70,51,50,16,4,0,0,0,4,2,2,0,14,0.08,0.098,0.08,0.178,-51,0.094,-71,4,0,1,0,0,0,H78D/9,,cannojo01
491,José Moreno#,22,NYM,NL,-0.1,37,51,46,6,9,2,1,2,9,1,0,3,12,0.196,0.24,0.413,0.653,82,0.276,53,19,1,0,1,1,2,H/45,,morenjo01
492,Luis Aguayo,21,PHI,NL,0.4,20,50,47,7,13,1,2,1,8,1,1,2,3,0.277,0.3,0.447,0.747,102,0.324,91,21,0,0,0,1,0,4/6H,,aguaylu01
493,Pete Falcone*,26,NYM,NL,-0.1,37,49,41,2,6,0,0,0,3,0,0,2,12,0.146,0.186,0.146,0.332,-4,0.203,-6,6,0,0,6,0,0,1,,falcope01
494,John Harris*,25,CAL,AL,0.3,19,49,41,8,12,5,0,2,7,0,1,7,4,0.293,0.388,0.561,0.949,161,0.402,155,23,2,0,0,1,0,3/H7,,harrijo04
495,David Palmer,22,MON,NL,0.2,25,49,45,3,9,2,0,0,3,0,0,2,15,0.2,0.234,0.244,0.478,34,0.222,14,11,0,0,2,0,0,1/H,,palmeda01
496,Ralph Garr*,34,CAL,AL,-0.2,21,46,42,5,8,1,0,0,3,0,0,4,6,0.19,0.261,0.214,0.475,34,0.229,22,9,0,0,0,0,2,H/D79,,garrra01
497,Paul Hodgson,20,TOR,AL,-0.2,20,46,41,5,9,0,1,1,5,0,1,3,12,0.22,0.273,0.341,0.614,64,0.267,50,14,2,0,2,0,0,7/HD8,,hodgspa01
498,Paul Householder#,21,CIN,NL,-0.2,20,46,45,3,11,1,1,0,7,1,0,1,13,0.244,0.261,0.311,0.572,59,0.264,43,14,0,0,0,0,0,9/H8,,housepa02
499,Gary Ward,26,MIN,AL,0.9,13,46,41,11,19,6,2,1,10,0,0,3,6,0.463,0.489,0.78,1.269,233,0.558,254,32,0,0,1,1,1,7/H,,wardga01
500,Bob Pate,26,MON,NL,-0.2,23,45,39,3,10,2,0,0,5,0,1,3,6,0.256,0.295,0.308,0.603,69,0.262,55,12,0,0,1,2,0,9H/7,,patebo01
501,Rick Rhoden,27,PIT,NL,0.9,20,45,40,3,15,3,0,1,11,0,0,1,2,0.375,0.39,0.525,0.915,151,0.433,177,21,0,0,4,0,0,1,,rhoderi01
502,Bob Sykes#,25,STL,NL,-0.2,27,45,39,2,4,0,0,0,2,0,0,1,14,0.103,0.143,0.103,0.245,-31,0.143,-55,4,1,1,3,1,0,1,,sykesbo01
503,Allen Ripley,27,SFG,NL,0,23,44,40,2,6,0,1,0,2,0,0,1,14,0.15,0.171,0.2,0.371,5,0.192,-9,8,1,0,3,0,0,1,,ripleal01
504,Gary Lucas*,25,SDP,NL,0,46,43,35,1,6,0,0,0,2,0,0,1,11,0.171,0.194,0.171,0.366,6,0.172,-35,6,0,0,7,0,0,1,,lucasga01
505,J.R. Richard,30,HOU,NL,0.1,17,43,39,2,6,2,0,1,3,0,0,0,15,0.154,0.154,0.282,0.436,24,0.193,-5,11,0,0,4,0,0,1,AS,richaj.01
506,Craig Swan,29,NYM,NL,0.2,21,43,32,1,7,0,0,0,5,0,0,4,13,0.219,0.306,0.219,0.524,51,0.256,35,7,2,0,7,0,0,1,,swancr01
507,Joe Price,23,CIN,NL,-0.3,24,42,39,1,5,0,0,0,0,0,0,0,6,0.128,0.128,0.128,0.256,-28,0.117,-73,5,1,0,3,0,0,1,,pricejo02
508,Mark Corey,24,BAL,AL,-0.1,36,41,36,7,10,2,0,1,2,0,1,5,7,0.278,0.366,0.417,0.783,116,0.368,130,15,0,0,0,0,0,97H,,coreyma01
509,Jim Kaat*,41,STL,NL,0.1,49,41,35,4,5,1,0,1,2,1,0,2,13,0.143,0.189,0.257,0.446,22,0.213,-9,9,0,0,4,0,0,1,,kaatji01
510,Bill Lee*,33,MON,NL,0.1,25,41,41,2,9,1,0,0,0,0,0,0,12,0.22,0.22,0.244,0.463,30,0.21,9,10,0,0,0,0,0,1/H,,leebi03
511,Randy Elliott,29,OAK,AL,-0.4,14,40,39,4,5,3,0,0,1,0,0,1,13,0.128,0.15,0.205,0.355,0,0.184,-1,8,1,0,0,0,0,D/H,,elliora01
512,Silvio Martínez,24,STL,NL,-0.2,25,40,35,3,3,0,0,0,1,0,0,2,19,0.086,0.135,0.086,0.221,-38,0.137,-61,3,0,0,3,0,0,1,,martisi01
513,Charlie Spikes,29,ATL,NL,0,41,40,36,6,10,1,0,0,2,0,0,3,18,0.278,0.35,0.306,0.656,83,0.288,62,11,0,1,0,0,2,H/97,,spikech01
514,Charlie Lea,23,MON,NL,-0.2,21,39,37,1,3,0,1,0,1,0,0,1,11,0.081,0.103,0.135,0.238,-34,0.131,-49,5,1,0,0,1,0,1,,leach01
515,Reid Nichols,21,BOS,AL,-0.2,12,39,36,5,8,0,1,0,3,0,1,3,8,0.222,0.282,0.278,0.56,51,0.296,73,10,0,0,0,0,0,/8HD,,nichore01
516,Dennis Littlejohn,25,SFG,NL,-0.1,13,38,29,2,7,1,0,0,2,0,0,7,7,0.241,0.368,0.276,0.644,86,0.298,76,8,1,0,0,2,1,2/H,,littlde01
517,Joaquín Andújar#,27,HOU,NL,0.2,35,37,29,3,5,0,1,1,3,0,0,3,16,0.172,0.25,0.345,0.595,71,0.272,57,10,1,0,5,0,0,1,,andujjo01
518,Rick Auerbach,30,CIN,NL,0.2,24,37,33,5,11,1,1,1,4,0,3,3,5,0.333,0.389,0.515,0.904,150,0.363,153,17,0,0,1,0,0,H/564,,auerbri01
519,Bobby Ramos,24,MON,NL,-0.1,13,37,32,5,5,2,0,0,2,0,0,5,5,0.156,0.27,0.219,0.489,39,0.265,49,7,1,0,0,0,0,2/H,,ramosbo01
520,Bob Shirley,26,SDP,NL,-0.1,59,37,30,3,1,0,0,0,1,0,0,3,15,0.033,0.121,0.033,0.155,-53,0.12,-69,1,0,0,4,0,0,1,,shirlbo01
521,Tucker Ashford,25,TEX,AL,-0.4,15,35,32,2,4,0,0,0,3,0,0,3,3,0.125,0.2,0.125,0.325,-7,0.166,-18,4,1,0,0,0,0,5/6H,,ashfotu01
522,John Montefusco,30,SFG,NL,-0.3,22,35,30,1,1,0,0,0,0,0,0,1,12,0.033,0.094,0.033,0.127,-62,0.103,-83,1,0,1,3,0,0,1/H,,montejo01
523,Eddie Solomon,29,PIT,NL,0.2,27,35,32,3,7,2,0,0,1,0,0,0,11,0.219,0.219,0.281,0.5,37,0.253,32,9,1,0,3,0,0,1/H,,solomed01
524,Nelson Norman#,22,TEX,AL,0,17,34,32,4,7,0,0,0,1,0,1,1,1,0.219,0.242,0.219,0.461,30,0.2,14,7,2,0,1,0,0,6/H,,normane01
525,Jesús Vega,24,MIN,AL,-0.4,12,34,30,3,5,0,0,0,4,1,0,3,7,0.167,0.242,0.167,0.409,12,0.212,-5,5,1,0,1,0,0,/DH3,,vegaje01
526,Juan Eichelberger,26,SDP,NL,0,15,33,27,1,3,0,0,0,0,1,0,2,18,0.111,0.172,0.111,0.284,-17,0.152,-53,3,0,0,4,0,0,1,,eicheju01
527,Keith Smith,27,STL,NL,-0.4,24,33,31,3,4,1,0,0,2,0,0,2,2,0.129,0.182,0.161,0.343,-5,0.148,-45,5,2,0,0,0,1,H/798,,smithke01
528,Rick Sutcliffe*,24,LAD,NL,0.1,44,32,27,1,4,0,0,0,3,0,0,2,5,0.148,0.207,0.148,0.355,2,0.207,-2,4,0,0,3,0,0,1/H,,sutclri01
529,Greg Johnston*,25,MIN,AL,-0.3,14,31,27,3,5,3,0,0,1,0,0,2,4,0.185,0.233,0.296,0.53,41,0.269,42,8,3,0,1,1,0,8/H,,johnsgr01
530,Roger Metzger#,32,SFG,NL,-0.7,28,31,27,5,2,0,0,0,0,0,0,3,2,0.074,0.167,0.074,0.241,-29,0.132,-51,2,2,0,1,0,0,H6/4,,metzgro01
531,Ned Yost,25,MIL,AL,-0.3,15,31,31,0,5,0,0,0,0,0,0,0,6,0.161,0.161,0.161,0.323,-10,0.177,-11,5,1,0,0,0,0,2,,yostne01
532,John Fulgham,24,STL,NL,-0.4,16,30,27,1,0,0,0,0,0,0,0,0,17,0,0,0,0,-100,0.035,-150,0,0,0,3,0,0,1/H,,fulghjo01
533,Nino Espinosa,26,PHI,NL,-0.1,13,29,26,4,3,1,0,0,2,0,0,0,9,0.115,0.115,0.154,0.269,-27,0.156,-51,4,0,0,3,0,0,1/H,,espinni01
534,Chico Ruiz,28,ATL,NL,0.1,25,29,26,3,8,2,1,0,2,0,1,3,7,0.308,0.379,0.462,0.841,132,0.361,129,12,0,0,0,0,0,5/H64,,ruizch02
535,Bruce Bochy,25,HOU,NL,0,22,28,22,0,4,1,0,0,0,0,0,5,7,0.182,0.357,0.227,0.584,73,0.316,96,5,0,1,0,0,1,H2/3,,bochybr01
536,Bob Detherage,25,KCR,AL,-0.1,20,27,26,2,8,2,0,1,7,1,1,1,4,0.308,0.333,0.5,0.833,126,0.358,120,13,0,0,0,0,0,79/H,,dethebo01
537,Tim Raines#,20,MON,NL,-0.1,15,27,20,5,1,0,0,0,0,5,0,6,3,0.05,0.269,0.05,0.319,-5,0.286,24,1,0,0,1,0,0,H/47,,raineti01
538,Eric Rasmussen,28,SDP,NL,-0.2,40,27,21,0,2,2,0,0,0,0,0,0,8,0.095,0.095,0.19,0.286,-20,0.124,-90,4,0,0,6,0,0,1,,rasmuer01
539,Mario Ramírez,22,NYM,NL,-0.2,18,26,24,2,5,0,0,0,0,0,0,1,7,0.208,0.24,0.208,0.448,28,0.211,9,5,1,0,1,0,0,/6H45,,ramirma01
540,Larry Christenson,26,PHI,NL,0.6,14,25,19,6,7,0,0,1,4,0,0,3,9,0.368,0.455,0.526,0.981,169,0.486,222,10,0,0,3,0,0,1,,chrisla01
541,Alan Hargesheimer,25,SFG,NL,0,15,25,22,2,4,1,0,0,2,0,0,2,10,0.182,0.25,0.227,0.477,36,0.227,21,5,1,0,1,0,0,1,,hargeal01
542,Randy Johnson*,21,CHW,AL,-0.1,12,25,20,0,4,0,0,0,3,0,0,2,4,0.2,0.28,0.2,0.48,35,0.271,53,4,0,1,0,2,0,/HD37,,johnsra03
543,Steve Swisher,28,STL,NL,0,18,25,24,2,6,1,0,0,2,0,0,1,7,0.25,0.28,0.292,0.572,58,0.263,44,7,2,0,0,0,0,H/2,,swishst01
544,Butch Benton,22,NYM,NL,-0.4,12,24,21,0,1,0,0,0,0,0,0,2,4,0.048,0.167,0.048,0.214,-36,0.128,-49,1,1,1,0,0,0,/2H,,bentobu01
545,Chris Bourjos,25,SFG,NL,0.2,13,24,22,4,5,1,0,1,2,0,0,2,7,0.227,0.292,0.409,0.701,97,0.357,120,9,1,0,0,0,0,/H97,,bourjch01
546,Rich Gedman*,20,BOS,AL,-0.4,9,24,24,2,5,0,0,0,1,0,0,0,5,0.208,0.208,0.208,0.417,12,0.19,-11,5,1,0,0,0,0,/HD2,,gedmari01
547,Fred Kendall,31,SDP,NL,0,19,24,24,2,7,0,0,0,2,0,0,0,3,0.292,0.292,0.292,0.583,68,0.266,56,7,0,0,0,0,0,2/H3,,kendafr01
548,Larry Wolfe,27,BOS,AL,-0.3,18,24,23,3,3,1,0,1,4,0,0,0,5,0.13,0.125,0.304,0.429,11,0.178,-19,7,1,0,0,1,0,5/DH,,wolfela01
549,Ted Sizemore,35,BOS,AL,-0.3,9,23,23,1,5,1,0,0,0,0,0,0,0,0.217,0.217,0.261,0.478,28,0.215,6,6,1,0,0,0,0,/4H,,sizemte01
550,Chuck Baker,27,SDP,NL,0,9,22,22,0,3,1,0,0,0,0,0,0,4,0.136,0.136,0.182,0.318,-9,0.185,-4,4,0,0,0,0,0,/6H,,bakerch02
551,Doug Capilla*,28,CHC,NL,0,40,22,21,1,4,0,1,0,1,0,0,0,9,0.19,0.19,0.286,0.476,28,0.209,-3,6,1,0,1,0,0,1/H,,capildo01
552,Don Hood*,30,STL,NL,0,35,22,20,3,4,0,0,0,1,0,0,0,9,0.2,0.2,0.2,0.4,11,0.182,-27,4,0,0,2,0,0,1/H,,hooddo01
553,Fred Norman#,37,MON,NL,-0.2,48,22,20,1,1,0,0,0,0,0,0,0,4,0.05,0.05,0.05,0.1,-72,0.046,-133,1,0,0,2,0,0,1,,normafr01
554,John Pacella,23,NYM,NL,-0.1,32,22,20,0,2,1,0,0,1,0,0,0,7,0.1,0.1,0.15,0.25,-30,0.111,-77,3,0,0,2,0,0,1,,paceljo01
555,Tony Peña,23,PIT,NL,0.1,8,21,21,1,9,1,1,0,1,0,1,0,4,0.429,0.429,0.571,1,174,0.422,180,12,1,0,0,0,0,/2H,,penato01
556,Jack Perconte*,25,LAD,NL,-0.1,14,21,17,2,4,0,0,0,2,3,0,2,1,0.235,0.316,0.235,0.551,57,0.309,47,4,1,0,2,0,0,/4H,,percoja01
557,Julio Valdéz#,24,BOS,AL,0.4,8,21,19,4,5,1,0,1,4,2,0,0,5,0.263,0.3,0.474,0.774,104,0.415,131,9,0,1,1,0,0,/6,,valdeju01
558,Tom Griffin,32,SFG,NL,0.1,44,20,18,1,2,0,0,1,1,0,0,0,7,0.111,0.111,0.278,0.389,7,0.275,55,5,0,0,2,0,0,1/H,,griffto02
559,Willie Hernández*,25,CHC,NL,0,53,20,19,0,4,1,0,0,1,0,0,0,7,0.211,0.211,0.263,0.474,28,0.213,-1,5,0,0,1,0,0,1,,hernawi01
560,Steve Macko*,25,CHC,NL,0,6,20,20,2,6,2,0,0,2,0,0,0,3,0.3,0.3,0.4,0.7,89,0.36,112,8,0,0,0,0,0,/654H,,mackost01
561,Bernie Carbo*,32,2TM,NL,,21,20,17,0,4,0,0,0,1,0,0,2,1,0.235,0.316,0.235,0.551,54,0.266,42,4,0,0,1,0,0,H,,carbobe01
561,Bernie Carbo*,32,STL,NL,,14,13,11,0,2,0,0,0,0,0,0,1,0,0.182,0.25,0.182,0.432,21,0.211,-2,2,0,0,1,0,0,H,,carbobe01
561,Bernie Carbo*,32,PIT,NL,,7,7,6,0,2,0,0,0,1,0,0,1,1,0.333,0.429,0.333,0.762,114,0.362,118,2,0,0,0,0,0,/H,,carbobe01
562,Vic Correll,34,CIN,NL,0,10,19,19,1,8,1,0,0,3,0,0,0,2,0.421,0.421,0.474,0.895,149,0.405,151,9,0,0,0,0,0,2/H,,correvi01
